School,Journal,Article,Author,Year,Volume
University of Kentucky,Marketing Science,How to Price Discriminate When Tariff Size Matters,"Hemant K Bhargava - University of California at Davis
Adib Bagh - University of Kentucky",2013,32
University of Kentucky,Organization Science,The Role of Instrumental and Expressive Social Ties in Employees' Perceptions of Organizational Justice,"Edward Kass - St. Joseph's University
Dabiel J Brass - University of Kentucky
Lotte Scholten - University of Amsterdam
Elizabeth Ev Umphress - Texas A&M University at College Station
Giuseppe Labianca - Emory University",2004,
University of Kentucky,Operations Research,Computing Moments of the Exit Time Distribution for Markov Processes by Linear Programming,"Stefan Rohl - Konrad-Zuse-Zentrum fur Informationstecknik
Richard H Stockbridge - University of Kentucky
Kurt Helmes - Humboldt University at Berlin",2001,49
University of Kentucky,Operations Research,Octane: a New Heuristic for Pure 0-1 Programs,"Milind Dawande - University of Texas at Dallas
Gabor Pataki - University of North Carolina at Chapel Hill
Francois Margot - University of Kentucky
Sebastian Ceria - Columbia University
Egon Balas - Carnegie Mellon University",2001,49
University of Kentucky,Operations Research,Constrained maximum-entropy sampling,Jon Lee - University of Kentucky,1998,46
University of Kentucky,Academy of Management Journal,"Networks within networks: Service link overlap, organizational cliques, and network effectiveness.","Keith G Provan - University of Arizona
Juliann G Sebastian - University of Kentucky",1998,41
University of Kentucky,Operations Research,AN EXACT ALGORITHM FOR MAXIMUM ENTROPY SAMPLING,"Jon Lee - University of Kentucky
Chun-Wa Ko - Rutgers University at Newark and New Brunswick",1995,43
University of Kentucky,Production and Operations Management,Capacity and Production Decisions in Stochastic Manufacturing Systems: An Asymptotic Optimal Hierarchical Approach,"Michael I Taksar - State University of New York (SUNY) at Stony Brook
Qing Zhang - University of Kentucky
Suresh P Sethi - University of Toronto",1992,1
Fordham University,Management Science,Measuring Information Preferences,"Emily H Ho - Northwestern University
David Hagmann - Harvard University
Emily H Ho - Fordham University
David Hagmann - Carnegie Mellon University
George Loewenstein - Carnegie Mellon University",2021,67
Fordham University,Organization Science,Too Much Trust in Group Decisions: Uncovering Hidden Profiles by Groups and Markets,"Boris Maciejovsky - University of California at Riverside
David V Budescu - Fordham University",2020,31
Fordham University,Management Science,Do Unions Affect Innovation?,"Xuan Tian - Indiana University at Bloomington
Daniel Bradley - University of South Florida
Xuan Tian - PBCSF Tsinghua University
Incheol Kim - Fordham University",2017,63
Fordham University,Management Science,Identifying Expertise to Extract the Wisdom of Crowds,"Eva Chen - University of Pennsylvania
David V Budescu - Fordham University",2015,61
Fordham University,Management Science,Assessing joint distributions with isoprobability contours,"Yuhong Rola Gu - University of Illinois at Urbana-Champaign
David V Budescu - University of Illinois at Urbana-Champaign
Ali E Abbas - University of Illinois at Urbana-Champaign
David V Budescu - Fordham University",2010,56
Fordham University,Marketing Science,The researcher as a consumer of scientific publications: How do name-ordering conventions affect inferences about contribution credits?,"Dan Ariely - Duke University
David V Budescu - Fordham University
Boris Maciejovsky - Imperial College London
David V Budescu - University of Illinois at Urbana-Champaign",2009,28
George Washington University,Journal on Computing,Spatiotemporal Data Set for Out-of-Hospital Cardiac Arrests,"Janiele E S C Custodio - George Washington University
Miguel A Lejeune - George Washington University",2022,34
George Washington University,Journal on Computing,A Framework for Solving Chance-Constrained Linear Matrix Inequality Programs,"Miguel A Lejeune - George Washington University
Roya Karimi - University of Arizona
Jianqiang Cheng - University of Arizona
Miguel A Lejeune - George Washington University",2021,33
George Washington University,Journal on Computing,Data-Driven Optimization of Reward-Risk Ratio Measures,"Ran Ji - George Mason University
Miguel A Lejeune - George Washington University",2021,33
George Washington University,Manufacturing and Service Operations Management,Surfacing the Submerged State: Operational Transparency Increases Trust in and Engagement with Government,"Ethan Porter - George Washington University
Ryan W Buell - Harvard University
Michael I Norton - Harvard University",2021,23
George Washington University,Production and Operations Management,Mobility-As-A-Service for Resilience Delivery in Power Distribution Systems,"Jinshun Su - George Washington University
Miguel A Lejeune - George Washington University
Payman Dehghanian - George Washington University
Dmitry Anokhin - George Washington University",2021,30
George Washington University,Production and Operations Management,A Systems Framework for International Development: The Data-Layered Causal Loop Diagram,"Erica Gralla - George Washington University
Finley Wetmore - George Washington University
Megan Peters - George Washington University
Courtney Blair - Massachusetts Institute of Technology (MIT)
Jarrod Goentzel - Massachusetts Institute of Technology (MIT)",2021,30
George Washington University,Journal of Financial Economics,Capital flows and sovereign debt markets: Evidence from index rebalancings,"Tomas Williams - George Washington University
Lorenzo Pandolfi - University of Naples
Lorenzo Pandolfi - Center for Studies in Economics and Finance",2019,132
George Washington University,Production and Operations Management,Scheduling Public Requests for Proposals: Models and Insights,"Janne Kettunen - George Washington University
Young Hoon Kwak - George Washington University",2018,27
George Washington University,The Review of Financial Studies,"Capital Inflows, Sovereign Debt and Bank Lending: Micro-Evidence from an Emerging Market",Tomas Williams - George Washington University,2018,31
George Washington University,Production and Operations Management,Problem Formulation and Solution Mechanisms: A Behavioral Study of Humanitarian Transportation Planning,"Charles Fine - Massachusetts Institute of Technology (MIT)
Jarrod Goentzel - Massachusetts Institute of Technology (MIT)
Erica Gralla - George Washington University",2016,25
George Washington University,Academy of Management Journal,"Competition, Regulatory Policy, and Firmsâ€™ Resource Investments: The Case of Renewable Energy Technologies","Carmen Weigelt - Tulane University
Ekundayo Shittu - George Washington University",2016,59
George Washington University,Production and Operations Management,"The Impact of Costliness, Competitive Importance, and Modularity of Investments on Outsourcing","Ekundayo Shittu - George Washington University
Geoffrey Parker - Tulane University
Jovan Grahovac - University of Illinois at Urbana-Champaign",2015,24
George Washington University,Production and Operations Management,Assessing Trade-offs among Multiple Objectives for Humanitarian Aid Delivery Using Expert Preferences,"Jarrod Goentzel - Massachusetts Institute of Technology (MIT)
Erica Gralla - George Washington University
Charles Fine - Massachusetts Institute of Technology (MIT)",2014,23
George Washington University,Strategic Management Journal,Exclusivity in licensing alliances: Using hostages to support technology commercialization,"Deepak Somaya - University of Illinois at Urbana-Champaign
YoungJun Kim - Texas A&M International University
Nicholas S Vonortas - George Washington University",2011,32
George Washington University,The Review of Financial Studies,Optimal filtering of jump diffusions: Extracting latent states from asset prices,"Michael S Johannes - Columbia University
Jonathan R Stroud - George Washington University
Nicholas G Polson - University of Chicago",2009,22
George Washington University,Administrative Science Quarterly,Who does an elite organization emulate?,"David Strang - Cornell University
Mary C Still - George Washington University",2009,54
George Washington University,Management Science,Exact distribution of visiting rates,"Samuel Kotz - George Washington University
Saralees Nadarajah - University of Manchester",2008,54
George Washington University,Operations Research,A game-theoretic approach to efficient power management in sensor networks,"Enrique Campos-Nanez - George Washington University
Chenyang Li - University of Virginia, McIntire
Alfredo Garcia - University of Virginia, McIntire",2008,56
George Washington University,Operations Research,Dynamic Pricing and Learning in Electricity Markets,"Enrique Campos-Nanez - George Washington University
Alfredo Garcia - University of Virginia, McIntire
James Reitzes - The Brattle Group",2005,53
George Washington University,Organization Science,Managing Multiple Roles: Work-Family Policies and Indivduals Desires for Segmentation,"Nancy P Rothbard - University of Pennsylvania
Katherine W Phillips - Northwestern University
Tracy L Dumas - George Washington University",2005,16
George Washington University,The Accounting Review,Compensation to Managers of Charitable Organizations: An Empirical Study of the Role of Accounting Measures of Program Activities,"Patricia L Daniel - George Washington University
William R Baber - George Washington University
Andrea A Roberts - Boston College",2002,77
George Washington University,Academy of Management Journal,THE SCIENCE AND PRACTICE OF TEAM DEVELOPMENT: IMPROVING THE LINK.,"Lynn R Offermann - George Washington University
Rebecca K Spiros - George Washington University",2001,44
George Washington University,Operations Research,Unifying expert systems and the decision sciences,Barry G Silverman - George Washington University,1994,42
George Washington University,Operations Research,Measuring performance in a multiproduct firm: An application to the U.S. postal service,"Michael D Bradley - George Washington University
Donald M Baron - Arthur D. Little, Inc.",1993,41
George Washington University,Operations Research,R & D project appraisal at the gas research institute,"William M Burnett - Gas Research Institute
Dominic J Monetta - U.S. Department of Energy
Barry G Silverman - George Washington University",1993,41
George Washington University,MIS Quarterly,KEY INFORMATION SYSTEMS MANAGEMENT ISSUES FOR THE PUBLIC SECTOR[1],"Wilpen L Gorr - Carnegie Mellon University
Kathryn E Newcomer - George Washington University
Sharon L Caudle - Syracuse University",1991,15
Tulane University,Journal of Accounting Research,Equity Risk and the Labor Stock: The Case of Union Contracts,Joshua G Rosett - Tulane University,2001,39
Tulane University,Academy of Management Review,Theorizing as the Thickness of Thin Abstraction,"Robert Folger - Tulane University
Carmelo J Turilo - Tulane University",1999,24
Tulane University,Academy of Management Journal,Personality as a Moderator in the Relationship Between Fairness and Retaliation.,"Daniel P Skarlicki - University of Calgary
Paul Tesluk - Tulane University
Robert Folger - Tulane University",1999,42
Tulane University,Journal of International Business Studies,THE IMPACT OF CROSS-NATIONAL CARRIERS OF BUSINESS ETHICS ON ATTITUDES ABOUT QUESTIONABLE PRACTICES AND FORM OF MORAL REASONING,"Michael W Kattan - Baylor University
Bryan W Husted - Instituto Tecnologico de Monterrey
Janelle B Dozier - Tulane University
J T McMahon - University of Houston",1996,27
Tulane University,Journal of Operations Management,Integrated System Design and Operational Decisions for Service Sector Outlets,"Rajiv D Banker - University of Minnesota at Twin Cities
Richard C Morey - Tulane University",1993,11
Tulane University,Management Science,The Allocation of Consumer Incentives to meet Simultaneous Sales Quotas: An Application to U S Army Recruiting,"C A Knox Lovell - University of North Carolina at Chapel Hill
Richard C Morey - Tulane University",1991,37
Tulane University,Journal of Financial Economics,Bankruptcy resolution: Direct costs and violation of priority of claimsÂ ,Lawrence A Weiss - Tulane University,1990,27
Tulane University,Journal on Computing,Minimizing total tardiness on a single machine with precedence constraints,"Joseph Y Leung - University of Nebraska at Lincoln
Gilbert H Young - Tulane University",1990,2
University of Miami,Production and Operations Management,"Quality investment, inspection policy, and pricing decisions in a decentralized supply chain","Haresh Gurnani - Wake Forest University
Mingzhou Jin - University of Tennessee at Knoxville
Murat Erkoc - University of Miami
Saibal Ray - McGill University",2023,32
University of Miami,Journal on Computing,Optimal Frameworks for Detecting Anomalies in Sensor-Intensive Heterogeneous Networks,"Ramin Moghaddass - University of Miami
Yongtao Guan - University of Miami
Ramin Moghaddass - University of Miami",2022,34
University of Miami,Production and Operations Management,Pre-Hurricane Consumer Stockpiling and Post-Hurricane Product Availability: Empirical Evidence from Natural Experiments,"Xiaodan Pan - Concordia University
Martin Dresner - University of Maryland at College Park
Jun Zhang - University of Miami
Benny Mantin - University of Luxembourg / Universite du Luxembourg",2020,29
University of Miami,Management Science,Product Market Competition and Internal Governance: Evidence from the Sarbanes-Oxley Act,"Gustavo Grullon - Rice University
Yaniv Grinstein - Interdisciplinary Center, Herzliya
Vidhi Chhaochharia - University of Miami
Roni Michaely - Cornell University
Yaniv Grinstein - Cornell University",2017,63
University of Miami,Management Science,Demonstrations and Price Competition in New Product Release,"Christopher S Cotton - Queen's University - Canada
Raphael Boleslavsky - University of Miami
Haresh Gurnani - Wake Forest University",2017,63
University of Miami,Production and Operations Management,Entry Deterrence of Capacitated Competition Using Price and Non-Price Strategies,"Murat Erkoc - University of Miami
Haresh Gurnani - Wake Forest University
Huaqing Wang - St Thomas University",2016,25
University of Miami,Operations Research,Inhomogeneous Financial Networks and Contagious Links,"Hamed Amini - University of Miami
Andreea Minca - Cornell University",2016,64
University of Miami,Operations Research,To Fully Net or Not to Net: Adverse Effects of Partial Multilateral Netting,"Andreea Minca - Cornell University
Hamed Amini - University of Miami
Damir Filipovic - Swiss Finance Institute",2016,64
University of Miami,Production and Operations Management,Efficiency or Competition? A Structural Econometric Analysis of Canadaâ€™s AWS Auction and the Set-Aside Provision,"Kyle Hyndman - University of Texas at Dallas
Christopher F Parmeter - University of Miami",2015,24
University of Miami,Operations Research,Consistency of Multidimensional Convex Regression,"Peter W. Glynn - Stanford University
Eunji Lim - University of Miami",2012,60
University of Miami,Production and Operations Management,Managing High-Tech Capacity Expansion via Reservation Contracts,"S. D WU - Lehigh University
Murat Erkoc - University of Miami",2005,14
University of Miami,Management Science,Designing Marine Reserves for Fishery Management,"Jerald S Ault - University of Miami
Geoffrey A Meester - University of Miami
Edward K Baker - University of Miami
Anuj Mehrotra - University of Miami",2004,50
University of Miami,Management Science,Project Selection and Sequencing to Maximize net Present Value of the total return,"Jerzy Kyparisis - Florida International University
Sushil K Gupta - Florida International University
Chi-Ming Ip - University of Miami",1992,38
University of Miami,Journal of Consumer Research,A Study of Information Search Behavior During the Categorization of New Products,"Dhruv Grewal - University of Miami
Merrie Brucks - University of Arizona
Julie L Ozanne - Virginia Tech / Virginia Polytechnic Institute and State University",1992,18
University of Miami,Journal of Consumer Research,The Value of Time Spent in Price-Comparison Shopping: Survey and Experimental Evidence,"Dhruv Grewal - University of Miami
Raymond P Fishe - University of Miami
Howard Marmorstein - University of Miami",1992,19
University of Miami,Operations Research,Controlled rounding of tabular data,"Arjang Assad - University of Maryland at College Park
Bruce Golden - University of Maryland at College Park
James Kelly - University of Maryland at College Park
Edward K Baker - University of Miami",1990,38
Case Western Reserve University,Journal of Consumer Research,To Prescribe or Not to Prescribe? Consumer Access to Life-Enhancing Products,"Detelina Marinova - University of Missouri at Columbia
Irina V. Kozlenkova - Michigan State University
J.B. Silvers - Case Western Reserve University
Leona Cuttler - Case Western Reserve University",2017,43
Case Western Reserve University,Journal of Financial Economics,Do equity financing cycles matter? evidence from biotechnology alliancesÂ ,"Josh Lerner - Harvard University
Hilary Shane - FNY Millennium Global Offshore Ltd
Alexander Tsai - Case Western Reserve University",2003,67
Case Western Reserve University,Journal of Consumer Research,"Yielding to Temptation: Self-Control Failure, Impulsive Purchasing, and Consumer Behavior",Roy F Baumeister - Case Western Reserve University,2002,29
Case Western Reserve University,Journal of International Business Studies,Operational Hedges and the Foreign Exchange Exposure of U.S. Multinational Corporations,"Christos Pantzalis - University of South Florida
Betty J Simkins - Oklahoma State University
Paul A Laux - Case Western Reserve University",2001,32
Case Western Reserve University,Management Science,Feedforward artificial neural networks for solving discrete multiple criteria decision making problems,"Ying Q Zhou - Trikon Design, Inc.
Behnam Malakooti - Case Western Reserve University",1994,40
Case Western Reserve University,Operations Research,Operations research in libraries: a review of 25 years of activity,"Xiaomei Xu - Case Western Reserve University
Arnold M Reisman - Case Western Reserve University",1994,42
Case Western Reserve University,Operations Research,The devolution of OR/MS: implications from a statistical content analysis of papers in flagship journals,"Frank Kirschnick - Siemans AG
Arnold M Reisman - Case Western Reserve University",1994,42
Case Western Reserve University,Operations Research,THE ON-TIME MACHINES: SOME ANALYSES OF AIRLINE PUNCTURALITY,"Jesse Goranson - Massachusetts Institute of Technology (MIT)
Arnold Barnett - Massachusetts Institute of Technology (MIT)
Yuehong Yuan - Case Western Reserve University
Patrick Larkey - Carnegie Mellon University
Jonathan P Caulkins - Carnegie Mellon University",1993,41
Case Western Reserve University,Operations Research,An Approach To Planning For Physician Requirements In Developing Countries Using Dynamic Programming,"Fidelis M Ikem - Norfolk State University
Arnold M Reisman - Case Western Reserve University",1990,38
Chapman University,Management Science,When Do Security Markets Aggregate Dispersed Information?,"Mark Desantis - Chapman University
Mark Desantis - Chapman University
Kyle Hampton - Chapman University
Erik O Kimbrough - Chapman University
Cary Deck - University of Alabama at Tuscaloosa
Brice Corgnet - EM-Lyon / EMLyon Business School (Groupe EM Lyon, Groupe ESC Lyon)
Cary Deck - Chapman University",2023,69
Chapman University,Management Science,Principalâ€“Agent Settings with Random Shocks,"Roman Sheremeta - Chapman University
Jared Rubin - Chapman University
Roman Sheremeta - Case Western Reserve University
Jared Rubin - Chapman University",2016,62
Chapman University,Management Science,Donâ€™t Ask Me If You Will Not Listen: The Dilemma of Consultative Participation,"Roberto Hernan Gonzalez - Universidad de Granada / University of Granada
Roberto Hernan Gonzalez - Chapman University
Brice Corgnet - Chapman University",2014,60
Chapman University,The Accounting Review,The brain as the original accounting institution,"John Dickhaut - Chapman University
John Dickhaut - University of Minnesota at Twin Cities",2009,84
Chapman University,Administrative Science Quarterly,The Role of Institutional and Market Forces in Divergent Organizational Change,"Melissa Succi - Chapman University
Thomas D'Aunno - University of Chicago
Jeffrey A Alexander - University of Michigan at Ann Arbor",2000,45
Lehigh University,Manufacturing and Service Operations Management,Elective Surgery Sequencing and Scheduling Under Uncertainty,"Xiaojin Fu - Hong Kong University of Science and Technology (HKUST)
Jin Qi - Hong Kong University of Science and Technology (HKUST)
Chen Yang - Hong Kong University of Science and Technology (HKUST)
Han Ye - Lehigh University",2024,26
Lehigh University,Operations Research,A Decomposition Algorithm with Fast Identification of Critical Contingencies for Large-Scale Security-Constrained AC-OPF,"Frank E Curtis - Lehigh University
Daniel K Molzahn - Georgia Institute of Technology
Shenyinying Tu - Northwestern University
Andreas Wachter - Northwestern University
Ermin Wei - Northwestern University
Elizabeth Wong - University of California at San Diego",2023,71
Lehigh University,Manufacturing and Service Operations Management,A Deep Q-Network for the Beer Game: Deep Reinforcement Learning for Inventory Optimization,"Afshin Oroojlooyjadid - Lehigh University
MohammadReza Nazari - Lehigh University
Martin Takac - Lehigh University
Lawrence V Snyder - Lehigh University",2022,24
Lehigh University,Production and Operations Management,Willingness to Pay for Status Signals in Online Luxury Markets,"Mary E Deily - Lehigh University
Yuliang Yao - Lehigh University
Yue Yuan - Lehigh University",2022,31
Lehigh University,Journal on Computing,Globally Solving Nonconvex Quadratic Programs via Linear Integer Programming Techniques,"Wei Xia - Lehigh University
Juan Vera - Tilburg University
Luis F Zuluaga - Lehigh University",2020,32
Lehigh University,Management Science,Sequential Learning in Designing Marketing Campaigns for Market Entry,"Somayeh Moazeni - Stevens Institute of Technology
Monika J Wilczak - Accenture
Boris Defourny - Lehigh University",2020,66
Lehigh University,Journal on Computing,Parallel Nonstationary Direct Policy Search for Risk-Averse Stochastic Optimization,"Boris Defourny - Lehigh University
Somayeh Moazeni - Stevens Institute of Technology
Belgacem Bouzaiene-Ayari - Princeton University
Warren B. Powell - Princeton University",2017,29
Lehigh University,Production and Operations Management,Heuristics for Base-Stock Levels in Multi-Echelon Distribution Networks,"Lawrence V Snyder - Lehigh University
Ying Rong - Shanghai Jiao Tong University, Antai
Zumbul Atan - Eindhoven University of Technology",2017,26
Lehigh University,Journal on Computing,Optimal Learning in Linear Regression with Combinatorial Feature Selection,"Boris Defourny - Lehigh University
Illya O Ryzhov - University of Maryland at College Park
Bin Han - University of Maryland at College Park",2016,28
Lehigh University,Operations Research,Technical Noteâ€”A Risk- and Ambiguity-Averse Extension of the Max-Min Newsvendor Order Formula,"Donglei Du - University of New Brunswick
Qiaoming Han - Nanjing University
Qiaoming Han - Zhejiang University
Luis F Zuluaga - Lehigh University",2014,62
Lehigh University,Operations Research,An Interior Point Constraint Generation Algorithm for Semi-Infinite Optimization with Health-Care Application,"Mohammad R. Oskoorouchi - California State University at San Marcos
Hamid R. Ghaffari - University of Toronto
Dionne M. Aleman - University of Toronto
Tamas Terlaky - Lehigh University",2011,59
Lehigh University,Operations Research,R&D project portfolio analysis for the semiconductor industry,"Jeffrey T Linderoth - University of Wisconsin at Madison
Jeffry E Moore - Fairchild Semiconductor
Banu Gemici-Ozkan - Lehigh University
S David Wu - Lehigh University",2010,58
Lehigh University,Production and Operations Management,A continuous-review inventory model with disruptions at both supplier and retailer,"Lawrence V Snyder - Lehigh University
Zuo-Jun Max Shen - University of California at Berkeley
Lian Wi - Rutgers University at Newark and New Brunswick",2009,18
Lehigh University,Journal on Computing,Computational experience with a software framework for parallel integer programming,"Laszlo Ladanyi - IBM T.J. Watson Research Center
M.J. Saltzman - Clemson University
Yi Xu - SAS Institute Inc.
T.K. Ralphs - Lehigh University",2009,21
Lehigh University,Operations Research,A robust optimization approach to inventory theory,"Aurelie Thiele - Lehigh University
Dimitris J Bertsimas - Massachusetts Institute of Technology (MIT)",2006,54
Lehigh University,Production and Operations Management,Incentive Schemes for Semiconductor Capacity Allocation: A Game Theoretic Analysis,"SULEYMAN KARABUK - University of Oklahoma
S. D WU - Lehigh University",2005,14
Lehigh University,Production and Operations Management,Managing High-Tech Capacity Expansion via Reservation Contracts,"Murat Erkoc - University of Miami
S. D WU - Lehigh University",2005,14
Lehigh University,Management Science,Long-Distance Access Network Design,"S Raghavan - University of Maryland at College Park
Rosemary T Berger - Lehigh University",2004,50
Lehigh University,Operations Research,Coordinating Strategic Capacity Planning in the Semiconductor Industry,"S. D WU - Lehigh University
SULEYMAN KARABUK - Lehigh University",2003,51
Lehigh University,Operations Research,Melt Scheduling to Trade off Material Waste and Shipping Performance,"David S Wu - Lehigh University
Robert H Storer - Lehigh University
Bhavin J Doshi - Home Depot
Kedar S Naphade - AT&T (Lucent Technologies) Bell Laboratories",2001,49
Lehigh University,Management Science,Procurement Planning to Maintain Both Short-Term Adaptiveness and Long-Term Perspective,"Jewel S Bonser - Pennsylvania Power and Lights, Inc.
David S Wu - Lehigh University",2001,47
Lehigh University,Operations Research,A Graph-Theoretic Decomposition of the Job Shop Scheduling Problem to Achieve Scheduling Robustness,"David S Wu - Lehigh University
Robert H Storer - Lehigh University
Eui-Seok Byeon - Korea Transport Institute",1999,47
Lehigh University,Journal on Computing,A virtual clustering approach for routing problems in telecommunication networks,"David S Wu - Lehigh University
Michael R Bartolacci - Marywood University",1998,10
Lehigh University,Journal on Computing,Problem and heuristic spasce search strategies for job shop scheduling,"Renzo Vaccari - U.S. Air Operations Research Group
David S Wu - Lehigh University
Robert H Storer - Lehigh University",1995,7
Lehigh University,Management Science,New Search Spaces for Sequencing Problems with Applications to job shop Scheduling,"Renzo Vaccari - Lehigh University
David S Wu - Lehigh University
Robert H Storer - Lehigh University",1992,38
North Carolina State University,Journal on Computing,Exact Matrix Factorization Updates for Nonlinear Programming,Adolfo R Escobedo - North Carolina State University,2024,36
North Carolina State University,Journal on Computing,Diagnostic Tools for Evaluating and Comparing Simulation-Optimization Algorithms,"Shane G Henderson - Cornell University
Sara Shashaani - North Carolina State University
David J Eckman - Texas A&M University at College Station",2023,35
North Carolina State University,Journal on Computing,SimOpt: A Testbed for Simulation-Optimization Experiments,"Shane G Henderson - Cornell University
Sara Shashaani - North Carolina State University
David J Eckman - Texas A&M University at College Station",2023,35
North Carolina State University,Manufacturing and Service Operations Management,Detecting Human Trafficking: Automated Classification of Online Customer Reviews of Massage Businesses,"Ruoting Li - North Carolina State University
Margaret Tobey - North Carolina State University
Maria E Mayorga - North Carolina State University
Osman Y. Ozaltin - North Carolina State University
Sherrie Caltagirone - Global Emancipation Network",2023,25
North Carolina State University,Journal on Computing,Alfonso: Matlab Package for Nonsymmetric Conic Optimization,"David Papp - North Carolina State University
Sercan Yildiz - Qontigo",2022,34
North Carolina State University,Operations Research,Scheduling to Differentiate Service in a Multiclass Service System,"Yunan Liu - North Carolina State University
Xu Sun - University of Florida
Kyle Hovey - US Department of Defense",2022,70
North Carolina State University,Journal on Computing,Managing Product Transitions: A Bilevel Programming Approach,"Karl G. Kempf - Intel Corporation
Rahman Khorramfar - Massachusetts Institute of Technology (MIT)
Osman Y. Ozaltin - North Carolina State University
Reha Uzsoy - North Carolina State University",2022,34
North Carolina State University,Production and Operations Management,Pay to activate service in vacation queues,"Yunan Liu - North Carolina State University
Lei Fang - Nankai University
Zhongbin Wang - Tianjin University",2022,31
North Carolina State University,Journal on Computing,Sparse Solutions by a Quadratically Constrained ℓ q (0 < q < 1) Minimization Model,"Shu-Cherng Fang - North Carolina State University
Qingwei Jin - Zhejiang University
Shan Jiang - Xiamen University",2021,33
North Carolina State University,Journal on Computing,Bilevel Integer Programs with Stochastic Right-Hand Sides,"Osman Y. Ozaltin - North Carolina State University
Junlong Zhang - Tsinghua University",2021,33
North Carolina State University,Operations Research,To Pool or Not to Pool: Queueing Design for Large-Scale Service Systems,"Junfei Huang - The Chinese University of Hong Kong (CUHK), Shatin
Shuangchi He - National University of Singapore (NUS)
Yunan Liu - North Carolina State University
Ping Cao - University of Science and Technology of China (USTC)",2021,69
North Carolina State University,Production and Operations Management,Elicitation of Preference among Multiple Criteria in Food Distribution by Food Banks,"Tanzid Hasnain - North Carolina State University
Julie Simmons Ivy - North Carolina State University
Irem Sengul Orgut - University of Alabama at Tuscaloosa",2021,30
North Carolina State University,Operations Research,Reducing Delay in Retrial Queues by Simultaneously Differentiating Service and Retrial Rates,"Yunan Liu - North Carolina State University
Zhongbin Wang - Nankai University
Jinting Wang - Central University of Finance and Economics
Zhongbin Wang - Beijing Jiaotong University",2020,68
North Carolina State University,Journal on Computing,Modeling and Simulation of Nonstationary Non-Poisson Arrival Processes,"Yunan Liu - North Carolina State University
James R Wilson - North Carolina State University
Michael E Kuhl - Rochester Institute of Technology
Ran Liu - SAS Institute Inc.",2019,31
North Carolina State University,Operations Research,Sequest: A Sequential Procedure for Estimating Quantiles in Steady-State Simulations,"Christos Alexopoulos - Georgia Institute of Technology
David Goldsman - Georgia Institute of Technology
James R Wilson - North Carolina State University
Kai-Wen Tien - Pennsylvania State University at State College (Penn State)
Anup C Mokashi - SAS Institute Inc.",2019,67
North Carolina State University,Operations Research,=Staffing to Stabilize the Tail Probability of Delay in Service Systems with Time-Varying Demand,Yunan Liu - North Carolina State University,2018,66
North Carolina State University,Journal on Computing,Optimal Design of the Seasonal Influenza Vaccine with Manufacturing Autonomy,"Osman Y. Ozaltin - North Carolina State University
Andrew J Schaefer - Rice University
Oleg A Prokopyev - University of Pittsburgh",2018,30
North Carolina State University,Manufacturing and Service Operations Management,Real-Time Ambulance Dispatching and Relocation,"Amir Ali Nasrollahzadeh - Clemson University
Amin Khademi - Clemson University
Maria E Mayorga - North Carolina State University",2018,20
North Carolina State University,Journal on Computing,Linear Reformulation of Polynomial Discrete Programming for Fast Computation,"Han-Lin Li - National Chiao Tung University
Shu-Cherng Fang - North Carolina State University
Yao-Huei Huang - Southwest Jiaotong University",2017,29
North Carolina State University,Manufacturing and Service Operations Management,Note on Cournot Competition Under Yield Uncertainty,"Edward P Fitts - North Carolina State University
Osman Y. Ozaltin - North Carolina State University",2017,19
North Carolina State University,Journal on Computing,Machine Learning Approaches for Early DRG Classification and Resource Allocation,"Daniel Gartner - Carnegie Mellon University
Daniel B Neill - Carnegie Mellon University
Rema Padman - Carnegie Mellon University
Rainer Kolisch - North Carolina State University
Daniel Gartner - Technische Universitat Munchen / Technical University of Munich (TUM)
Rainer Kolisch - Technische Universitat Munchen / Technical University of Munich (TUM)",2015,27
North Carolina State University,Journal on Computing,Algorithms for Time-Varying Networks of Many-Server Fluid Queues,"Ward Whitt - Columbia University
Yunan Liu - North Carolina State University",2014,26
North Carolina State University,Journal on Computing,Dynamic Appointment Scheduling of a Stochastic Server with Uncertain Demand,"S Ayca Erdogan - North Carolina State University
Brian Denton - North Carolina State University",2013,25
North Carolina State University,Journal on Computing,A Logarithmic Method for Reducing Binary Variables and Inequality Constraints in Solving Task Assignment Problems,"Han-Lin Li - National Chiao Tung University
Yao-Huei Huang - National Chiao Tung University
Shu-Cherng Fang - North Carolina State University",2013,25
North Carolina State University,Manufacturing and Service Operations Management,Optimization of Prostate Biopsy Referral Decisions,"Brant A. Inman - Duke University
Brian T. Denton - North Carolina State University
Hari Balsubramanian - University of Massachusetts at Amherst
Nilay D. Shah - Mayo Clinic
Jingyu Zhang - Philips Research North America",2012,14
North Carolina State University,Operations Research,Stabilizing Customer Abandonment in Many-Server Queues with Time-Varying Arrivals,"Ward Whitt - Columbia University
Yunan Liu - North Carolina State University",2012,60
North Carolina State University,Production and Operations Management,Bi-Criteria scheduling of surgical services for an outpatient procedure center,"Serhat Gul - Arizona State University
John W Fowler - Arizona State University
Brian T Denton - North Carolina State University
Todd Huschka - Mayo Clinic",2011,20
North Carolina State University,Journal on Computing,Operating room pooling and parallel surgery processing under uncertainty,"Brian T Denton - North Carolina State University
Sakine Batun - University of Pittsburgh
Andrew J Schaefer - University of Pittsburgh
Todd R Huschka - Mayo Clinic",2011,23
